"BOARD","NAME","ADDRESS_AB","POSTAL_COD","CITY","PROVINCE","PHONE_NO","FAX_NO","EMAIL","GRADES","POSTSECOND","DATA_SOURCE","ELEM","JUNIOR_H","SENIOR_H","GLOBAL_ID","POINT"
"The Calgary School Division","Jennie Elliott School","3031 Lindsay Dr SW","T3E6A9","Calgary","AB","(403) 777-8350",,"jennieelliott@cbe.ab.ca","Elementary","N","N","Y","N","N","{2D1FE79B-05AD-4F7B-BC25-8BF53AF19E79}","POINT (-114.1272429 50.9961363)"
"The Calgary School Division","Clarence Sansom School","5840  24 Ave NE","T1Y6G4","Calgary","AB","(403) 777-7700",,"clarencesansom@cbe.ab.ca","Elementary/Junior High","N","N","Y","Y","N","{57B6569C-3916-4B3A-B8D1-CACD41FAAA83}","POINT (-113.9492097 51.0746202)"
"The Calgary Roman Catholic Separate School Division","St. Isidore Online School","124 24 Ave NE","T2E1W6","Calgary","AB","(403) 500-2138",,"stisidore@cssd.ab.ca","Elementary/Junior High/Senior High","N","N","Y","Y","Y","{4953C916-068D-4682-88F3-68D9996E050D}","POINT (-114.0611471 51.0744979)"
"Gobind Marg Charitable Trust Foundation","Gobind Sarvar School Guru Nanak Gate Campus","8730 - 45 Street NE","T3J2J1","Calgary","AB","(403) 805-1822",,"gss@gscalgary.com","Elementary/Junior High/Senior High","N","N","Y","Y","Y","{A034F2B2-D2F3-42D4-9D8E-F766CC052A3C}","POINT (-113.9663163 51.129449)"
"The Calgary School Division","Bridlewood School","207 Bridleridge Way SW","T2Y0L4","Calgary","AB",,,,"Elementary","N","N","Y","N","N","{33687FEB-7B12-459E-A659-0792035CB09B}","POINT (-114.1106762 50.9023903)"
"The Calgary School Division","Arbour Lake Middle School","27 Arbour Crest Dr NW","T3G4H3","Calgary","AB","(403) 777-7310",,"ArbourLake@cbe.ab.ca","Elementary/Junior High","N","N","Y","Y","N","{37728E0B-CFEA-4400-A3D2-9B0B58583BDF}","POINT (-114.2091915 51.1346577)"
"The Calgary Roman Catholic Separate School Division","Monsignor J. J. O'Brien","99 Bridlewood Road SW","T2Y4J5","Calgary","AB","(403) 500-2104",,"msgrobrien@cssd.ab.ca","Elementary/Junior High","N","N","Y","Y","N","{C2F11B90-83A2-46C7-AD89-05D05979B82C}","POINT (-114.103873 50.9015731)"
"Access Academy Inc.","Access Academy","Suite 100, B1, 2451 Dieppe Ave","T3E7K1","Calgary","AB","(403) 455-3033",,"info@AccessAcademy.ca","Junior High/Senior High","N","N","N","Y","Y","{14398083-1301-4A7F-A2D3-BD4C0065275A}","POINT (-114.119053 51.0192933)"
"The Calgary Roman Catholic Separate School Division","Our Lady of the Rosary School","41 Cranston Gate SE","T3M0W7","Calgary","AB","(403) 500-2126",,"ourladyrosary@cssd.ab.ca","Elementary","N","N","Y","N","N","{AC225960-E55D-47E2-B6AF-4D468A7F73D7}","POINT (-113.9682202 50.8744359)"
"Foundations for the Future Charter Academy Charter School Society","FFCA High School Campus","2116 McKay Road N.W.","T3B1C7","Calgary","AB","(403) 243-3316",,"wanda.amundson@ffca-calgary.com","Junior High/Senior High","N","N","N","Y","Y","{4E042820-EADC-47BF-A6C2-44094DEC2FDE}","POINT (-114.1518364 51.0702081)"
"The Calgary School Division","Robert Thirsk High School","8777 Nose Hill Dr NW","T3G5T3","Calgary","AB",,,"RobertThirskHigh@cbe.ab.ca","Senior High","N","N","N","N","Y","{B31CA22B-AF91-4068-B127-C74380F20605}","POINT (-114.1947926 51.1308481)"
"The Calgary School Division","Glendale School","2415 Kelwood Dr SW","T3E3Z8","Calgary","AB","(403) 777-8330",,"glendale@cbe.ab.ca","Elementary","N","N","Y","N","N","{37FCF496-6927-4DC8-A9F6-88272F48BB0F}","POINT (-114.1455943 51.032474)"
"The Calgary School Division","Erin Woods School","25 Erin Park Dr SE","T2B2Z9","Calgary","AB","(403) 777-8140",,"erinwoods@cbe.ab.ca","Elementary","N","N","Y","N","N","{2B1FDF5D-8529-49DB-B7DC-004DAB89565C}","POINT (-113.9657916 51.0227065)"
"The Calgary School Division","Colonel Irvine School","412 Northmount Dr NW","T2K3H6","Calgary","AB","(403) 777-7280",,"colonelirvine@cbe.ab.ca","Elementary/Junior High","N","N","Y","Y","N","{FD972FD4-86B3-49F7-89A3-F27CE0F67FF4}","POINT (-114.0801018 51.0925028)"
"The Calgary School Division","CLS Lord Shaughnessy Writing Centre","2336 53 Ave SW","T3E1L2","Calgary","AB","(403) 777-7272",,"chinooklearning@cbe.ab.ca","Unknown","N","N","N","N","N","{92B50D88-D628-4EE6-A96B-DF2A257B171F}","POINT (-114.113942 51.0065237)"
"The Calgary School Division","Roland Michener School","5958  4 Ave NE","T2A4B1","Calgary","AB","(403) 777-8240",,"rolandmichener@cbe.ab.ca","Elementary","N","N","Y","N","N","{67516446-29B4-4537-9480-19876FF1171B}","POINT (-113.9474139 51.0570261)"
"The Calgary School Division","Queen Elizabeth School","402 18 St NW","T2N2G5","Calgary","AB","(403) 777-6789",,"queenelizabethelem@cbe.ab.ca","Elementary","N","N","Y","N","N","{52AE1D6C-CCE1-486E-9B28-F2D2C7541B6F}","POINT (-114.1019754 51.0554651)"
"Rundle College Society","Rundle College Junior Senior High","7375 - 17 Avenue SW","T3H3W5","Calgary","AB","(403) 250-7180",,"contactus@rundle.ab.ca","Junior High/Senior High","N","N","N","Y","Y","{FBC1A208-3F85-4C5C-AFE8-9BC83DEFA3E1}","POINT (-114.1939364 51.0369008)"
"The Calgary Roman Catholic Separate School Division","St. Vincent De Paul Elementary Junior High School","4525 - 49 Street N.W.","T3A0K4","Calgary","AB","(403) 500-2051",,"stvincent@cssd.ab.ca","Elementary/Junior High","N","N","Y","Y","N","{384ABD57-04A6-4689-843C-65564C99007C}","POINT (-114.159814 51.0931514)"
"Calgary French & International School Society","Calgary French & International School","700 - 77 Street S.W.","T3H5R1","Calgary","AB","(403) 240-1500",,"principal@cfis.com","Elementary/Junior High/Senior High","N","N","Y","Y","Y","{86448C81-C6F6-469B-B4CD-569A037F25E8}","POINT (-114.1978465 51.0679017)"
"The Calgary School Division","Briar Hill School","1233  21 St NW","T2N2L8","Calgary","AB","(403) 777-6140",,"briarhill@cbe.ab.ca","Elementary","N","N","Y","N","N","{F2871185-D8B0-4B64-8310-CDE76131C3A7}","POINT (-114.1114328 51.06312)"
"The Calgary School Division","Mount Royal School","2234  14 St SW","T2T3T3","Calgary","AB","(403) 777-7980",,"mountroyal@cbe.ab.ca","Junior High","N","N","N","Y","N","{DCA01BC1-58CC-4E2E-971C-6CAFF61BE3A4}","POINT (-114.0939244 51.0347291)"
"The Canadian Montessori School Ltd.","Canadian Montessori School North","1112 - 70 Avenue S.W.","T2V0P6","Calgary","AB","(403) 252-3281",,"admin@calgarymontessorischool.com","Unknown","N","N","N","N","N","{12D6CF4A-0B4D-4AF2-9912-8A6CC352CD58}","POINT (-114.0882764 50.9907515)"
"The Calgary School Division","Captain John Palliser School","1484 Northmount Dr NW","T2L0G6","Calgary","AB","(403) 777-6170",,"captainjohnpalliser@cbe.ab.ca","Elementary","N","N","Y","N","N","{30A6FF38-1CA5-4742-A268-1B14636B1F4E}","POINT (-114.1360304 51.0963716)"
"North Point School for Boys","North Point School for Boys","2445 - 23 Avenue SW","T2T0W3","Calgary","AB","(403) 744-5214",,,"Elementary/Junior High","N","N","Y","Y","N","{3F03C6E2-A20A-4EA9-823C-85B8651721D9}","POINT (-114.1174982 51.0325631)"
"River Valley School Society","River Valley School ECS","3127 Bowwood Drive N.W.","T3B2E7","Calgary","AB","(403) 246-2275",,"info@rivervalleyschool.ca","Unknown","N","N","N","N","N","{35E06224-B0CA-4BD7-9E74-446EF41E6CAE}","POINT (-114.1743584 51.0794761)"
"The Calgary Roman Catholic Separate School Division","Don Bosco School","13615 Deer Ridge Drive S.E.","T2J6S7","Calgary","AB","(403) 500-2057",,"donbosco@cssd.ab.ca","Elementary/Junior High","N","N","Y","Y","N","{587240C7-1F97-4FFC-A741-00F078D8819A}","POINT (-114.0182669 50.9313074)"
"The Calgary School Division","Woodlands School","88 Woodgreen Dr SW","T2W4W9","Calgary","AB","(403) 777-8640",,"woodlands@cbe.ab.ca","Elementary","N","N","Y","N","N","{2A967491-802E-4CB2-8B9B-26D02FB57CC4}","POINT (-114.1069838 50.9389419)"
"Calgary Girls' School Society","Calgary Girls Charter School","6304 Larkspur Way S.W.","T3E5P7","Calgary","AB","(403) 220-0745",,"office@calgarygirlsschool.com","Elementary/Junior High","N","N","Y","Y","N","{4CB2293F-FDA1-477D-915B-FF2B24E57BC0}","POINT (-114.1147784 50.9989993)"
